code;name;baseidd;region;idd;time_start;time_end;opening_date;zone;s_stat;phone;phoneext;email;addr
855;м-н Тверь Октябрьский;0001621;Центральный регион;00005550005791895;10:00;22:00;2014-03-21 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1960;rozn1621@gloria-jeans.ru;Г. Тверь. пр-кт Октябрьский 103
856;м-н Магнитогорск ТЦ Континент;0001622;Урал;00005550005791896;10:00;21:00;2014-03-20 00:00:00.000;UTC +05:00;Действует;8-800-500-82-82;1934;rozn1622@gloria-jeans.ru;Г. Магнитогорск, проспект Ленина, д 83
876;м-н Воткинск ТЦ Айсберг;0001642;Поволжье;00005550005791897;09:30;20:00;2014-08-02 00:00:00.000;UTC +04:00;Действует;8-800-500-82-82;1036;rozn1642@gloria-jeans.ru;г. Воткинск, улица 1 Мая д.77
877;м-н Чайковский ТЦ Акварель;0001643;Урал;00005550005791898;10:00;20:00;2014-07-19 00:00:00.000;UTC +05:00;Действует;8-800-500-82-82;1210;rozn1643@gloria-jeans.ru;г.Чайковский, ул.Промышленная, д.13
857;м-н Уссурийск Суханова;0001623;Дальний Восток;00005550005791900;10:00;20:00;2014-08-01 00:00:00.000;UTC +10:00;Действует;8-800-500-82-82;1095;rozn1623@gloria-jeans.ru;г. Уссурийск, ул Суханова, д.58
858;м-н Кунгур ТЦ Кит;0001624;Урал;00005550005791901;10:00;20:00;2014-03-22 00:00:00.000;UTC +05:00;Действует;8-800-500-82-82;1932;rozn1624@gloria-jeans.ru;Пермский край, г. Кунгур, ул Карла Маркса, д.37
878;м-н Грозный ТЦ Гранд Парк;0001644;Южный регион;00005550005791902;10:00;22:00;2014-07-19 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1038;rozn1644@gloria-jeans.ru;Чеченская Республика, г.Грозный ул.А. Кадырова, д.40
879;м-н Калининград ТЦ Эпицентр;0001645;Северо-Западный регион;00005550005791904;10:00;21:00;2014-08-02 00:00:00.000;UTC +02:00;Действует;8-800-500-82-82;1057;rozn1645@gloria-jeans.ru;г. Калининград, ул. профессора Баранова, 30
880;м-н Южно-Сахалинск ТЦ Азбука Детства;0001646;Дальний Восток;00005550005791905;10:00;20:00;2014-08-09 00:00:00.000;UTC +11:00;Действует;8-800-500-82-82;1231;rozn1646@gloria-jeans.ru;Южно-Сахалинск г., Мира пр-кт, 244
860;м-н Ханты-Мансийск ТЦ Гостиный Двор;0001626;Урал;00005550005791906;10:00;21:00;2014-04-05 00:00:00.000;UTC +05:00;Действует;8-800-500-82-82;1963;rozn1626@gloria-jeans.ru;г. Ханты-Мансийск, ул. Энгельса, 1
881;м-н Новоуральск ТЦ Империал;0001647;Урал;00005550005791907;10:00;20:00;2014-09-06 00:00:00.000;UTC +05:00;Действует;8-800-500-82-82;1071;rozn1647@gloria-jeans.ru;г. НОВОУРАЛЬСК, улица. Победы, д.5
882;м-н Ростов Садовая-Семашко;0001648;Южный регион;00005550005791909;10:00;22:00;2014-08-16 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1976;rozn1648@gloria-jeans.ru;г. Ростов-на-Дону, ул. Большая Садовая, 68
862;м-н Новокузнецк ТЦ Планета;0001628;Сибирь;00005550005791910;10:00;22:00;2016-02-27 00:00:00.000;UTC +07:00;Действует;8-800-500-82-82;1069;rozn1628@gloria-jeans.ru;г. Новокузнецк, Центральный район, ул. Доз, 10-А
883;м-н Мирный ТЦ Солнышко;0001649;Сибирь;00005550005791911;10:00;20:00;2014-09-03 00:00:00.000;UTC +09:00;Действует;8-800-500-82-82;1064;rozn1649@gloria-jeans.ru;Республика Саха (Якутия), г.Мирный, ул.Комсомольская, д.2/1
863;м-н Барнаул ТЦ Арена;0001629;Сибирь;00005550005791912;10:00;22:00;2016-03-26 00:00:00.000;UTC +07:00;Действует;8-800-500-82-82;1027;rozn1629@gloria-jeans.ru;г. Барнаул, Павловский тракт, 188
884;м-н Петрозаводск ТЦ Плаза;0001650;Северо-Западный регион;00005550005791913;10:00;22:00;2014-11-27 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1077;rozn1650@gloria-jeans.ru;г. Петрозаводск, Лесной проспект, д. 47
885;м-н Новый Уренгой ТЦ Солнечный;0001651;Урал;00005550005791951;10:00;22:00;2014-09-20 00:00:00.000;UTC +05:00;Действует;8-800-500-82-82;1072;rozn1651@gloria-jeans.ru;г. Новый Уренгой, ул. Сибирская д.26
886;м-н Березники ТЦ ЦУМ;0001652;Урал;00005550005791953;10:00;21:00;2014-09-13 00:00:00.000;UTC +05:00;Действует;8-800-500-82-82;1028;rozn1652@gloria-jeans.ru;Пермский край, г.Березники, ул.Пятилетки, 41
887;м-н Уфа ТЦ Аркада;0001653;Поволжье;00005550005791955;10:00;22:00;2014-10-29 00:00:00.000;UTC +05:00;Действует;8-800-500-82-82;1097;rozn1653@gloria-jeans.ru;Республика Башкортостан, г. Уфа, улица Минигали Губайдулина, 6
888;м-н Златоуст ТЦ Панорама;0001654;Урал;00005550005791956;10:00;20:00;2014-10-25 00:00:00.000;UTC +05:00;Действует;8-800-500-82-82;1048;rozn1654@gloria-jeans.ru;г. Златоуст, ул. Таганайская, д 204
891;м-н Асбест ТЦ Небо;0001657;Урал;00005550005791960;10:00;21:00;2014-11-01 00:00:00.000;UTC +05:00;Действует;8-800-500-82-82;1023;rozn1657@gloria-jeans.ru;Г. Асбест, ул. Ленинградская д 26\1
892;м-н Йошкар-Ола ТЦ Елка;0001658;Поволжье;00005550005791961;10:00;22:00;2014-11-21 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1054;rozn1658@gloria-jeans.ru;г. Йошкар-Ола, ул. Кирова, 6
893;м-н Ступино ТЦ Курс;0001659;Центральный регион;00005550005791962;10:00;22:00;2014-12-05 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1085;rozn1659@gloria-jeans.ru;г. Ступино, проспект Победы, д.63а
894;м-н Днепр ТЦ Караван;0001660;Украина;00005550005791963;10:00;22:00;2015-04-30 00:00:00.000;UTC +03:00;Действует;+380-56-787-17-66;1039;rozn1660@gloria-jeans.ru;Дніпропетровська обл., Дніпровський р-н, селищна рада Слобожанська, комлекс будівель і споруд 17Б
896;м-н Тюмень ТЦ Кристалл;0001662;Урал;00005550005791965;10:00;22:00;2015-08-15 00:00:00.000;UTC +05:00;Действует;8-800-500-82-82;1093;rozn1662@gloria-jeans.ru;Тюмень, ул. Дмитрия Менделеева, 1а
897;м-н Ноябрьск ТЦ Новый;0001663;Урал;00005550005791966;11:00;21:00;2016-06-17 00:00:00.000;UTC +05:00;Действует;8-800-500-82-82;1979;rozn1663@gloria-jeans.ru;Ямало-Ненецкий АО, Ноябрьск, ул. Городилова , дом 2а
898;м-н Тбилиси ТЦ Ист Поинт;0001664;Грузия;00005550005791967;10:00;22:00;2015-09-12 00:00:00.000;UTC +04:00;Подготовка к закрытию;+7-800-500-82-82;1973;rozn1664@gloria-jeans.ru;Грузия, г.  Тбилиси, ул. Твалчрелидзе  д 2
899;м-н Москва ТЦ Колумбус;0001665;Центральный регион;00005550005791968;10:00;22:00;2015-08-15 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1972;rozn1665@gloria-jeans.ru;г. Москва, ул. Кировоградская, д. 13А
900;м-н Саратов ТЦ Галерея ТАУ;0001666;Поволжье;00005550005791969;10:00;22:00;2015-10-01 00:00:00.000;UTC +04:00;Действует;8-800-500-82-82;1080;rozn1666@gloria-jeans.ru;г. Саратов, ул. 3-я Дачная
901;м-н Пермь ТЦ Спешилов;0001667;Урал;00005550005791970;10:00;22:00;2015-10-10 00:00:00.000;UTC +05:00;Действует;8-800-500-82-82;1074;rozn1667@gloria-jeans.ru;г.Пермь, ул. Спешилова, 114
902;м-н Челябинск ТЦ Алмаз;0001668;Урал;00005550005791971;10:00;22:00;2015-11-14 00:00:00.000;UTC +05:00;Действует;8-800-500-82-82;1218;rozn1668@gloria-jeans.ru;г. Челябинск, Копейское шоссе, 64
903;м-н Нижний Тагил ТЦ Депо Ритейл Парк;0001669;Урал;00005550005791972;10:00;22:00;2016-12-16 00:00:00.000;UTC +05:00;Действует;8-800-500-82-82;1904;rozn1669@gloria-jeans.ru;Свердловская область, Нижний Тагил, ул. Свердловское шоссе, д. 31
904;м-н Сыктывкар ТЦ Парма;0001670;Северо-Западный регион;00005550005791973;10:00;22:00;2015-09-11 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1089;rozn1670@gloria-jeans.ru;Сыктывкар, ул. Коммунистическая, 50
905;м-н Оренбург ТЦ Восход;0001671;Поволжье;00005550005791974;10:00;22:00;2016-01-28 00:00:00.000;UTC +05:00;Действует;8-800-500-82-82;1073;rozn1671@gloria-jeans.ru;г. Оренбург, ул. 8 Марта д. 42
906;м-н Москва ТЦ Авиапарк;0001672;Центральный регион;00005550005791975;10:00;22:00;2016-04-15 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1977;rozn1672@gloria-jeans.ru;г. Москва, Ходынский бульвар, д.4
907;м-н Люберцы ТЦ Выходной;0001673;Центральный регион;00005550005791976;10:00;22:00;2016-10-28 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1998;rozn1673@gloria-jeans.ru;Московская область, город Люберцы, Октябрьский проспект, 112
908;м-н Москва Партизанская 0-13;0001674;Центральный регион;00005550005793764;10:00;22:00;2013-07-12 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1937;rozn1674@gloria-jeans.ru;г.Москва, Измайловское шоссе, д.71А
949;м-н Днепр Правды;0001715;Украина;00005550005794378;09:00;21:00;2013-10-12 00:00:00.000;UTC +03:00;Действует;+380-56-732-40-93;1358;rozn1715@gloria-jeans.ru;м. Дніпро, пр-т. ім. газети «Правда», 31-Д
950;м-н Запорожье ТЦ Амстор;0001716;Украина;00005550005794403;09:00;21:00;2013-10-31 00:00:00.000;UTC +02:00;Подготовка к закрытию;+380-612-33-29-21;1881;rozn1716@gloria-jeans.ru;м. Запоріжжя, вул. Перемоги,64
951;м-н Киев ТЦ Променада Парк Ашан;0001717;Украина;00005550005794429;09:00;21:30;2013-12-14 00:00:00.000;UTC +03:00;Действует;+380-44-597-09-51;1914;rozn1717@gloria-jeans.ru;Києво-Святошинський р-н, с. Петропавлівська Борщагівка, вул. Велика Окружна, 4
909;м-н Люберцы ТЦ Орбита 0-13;0001675;Центральный регион;00005550005829931;10:00;22:00;2013-08-17 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1850;rozn1675@gloria-jeans.ru;г. Люберцы, пр. Октябрьский д. 366
910;м-н Батайск Кирова 0-13;0001676;Южный регион;00005550005898027;09:00;20:00;2013-08-24 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1846;rozn1676@gloria-jeans.ru;г. Батайск, ул. Кирова 13 б
914;м-н Реутов ТЦ Реутов Парк;0001680;Центральный регион;00005550006003502;10:00;22:00;2016-07-28 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1986;rozn1680@gloria-jeans.ru;г. Реутов, Носовихинское шоссе, д. 45
915;м-н Владивосток ТЦ Березка;0001681;Дальний Восток;00005550006003503;10:00;20:00;2015-11-07 00:00:00.000;UTC +10:00;Действует;8-800-500-82-82;1034;rozn1681@gloria-jeans.ru;г. Владивосток, ул. Русская, 16
916;м-н Иркутск ТЦ Сильвер Молл;0001682;Сибирь;00005550006003504;10:00;22:00;2015-12-18 00:00:00.000;UTC +08:00;Действует;8-800-500-82-82;1051;rozn1682@gloria-jeans.ru;Иркутск , ул. Сергеева, 3/5
917;м-н Гатчина ТЦ Кубус;0001683;Северо-Западный регион;00005550006003505;10:00;21:00;2015-12-05 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1894;rozn1683@gloria-jeans.ru;г. Гатчина, ш. Пушкинское, 15 А
918;м-н Самара ТЦ Амбар;0001684;Поволжье;00005550006003506;10:00;22:00;2015-12-12 00:00:00.000;UTC +04:00;Действует;8-800-500-82-82;1079;rozn1684@gloria-jeans.ru;г. Самара, Южное ш., д. 5
919;м-н Архангельск ТЦ Сафари;0001685;Северо-Западный регион;00005550006003507;10:00;21:00;2015-11-28 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1021;rozn1685@gloria-jeans.ru;Архангельск, улица Гайдара, 52
920;м-н Краснодар ТЦ Галерея;0001686;Южный регион;00005550006003508;10:00;22:00;2016-04-02 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1061;rozn1686@gloria-jeans.ru;г. Краснодар, ул. Володи Головатого, 313
921;м-н Москва ТЦ Авеню;0001687;Центральный регион;00005550006003509;10:00;22:00;2016-04-08 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1066;rozn1687@gloria-jeans.ru;г. Москва,  пр-кт Вернадского, 86
922;м-н С.-Петербург ТЦ Жемчужная Плаза;0001688;Северо-Западный регион;00005550006003510;10:00;22:00;2016-03-29 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1078;rozn1688@gloria-jeans.ru;Санкт-Петербург, Петергофское шоссе, д. 51 А
923;м-н Москва ТЦ Мега Теплый Стан;0001689;Центральный регион;00005550006003511;10:00;23:59;2016-09-21 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1995;rozn1689@gloria-jeans.ru;г. Москва, п. Сосенское, Калужское шоссе 21 км
924;м-н Великий Новгород ТЦ Мармелад;0001690;Северо-Западный регион;00005550006003512;10:00;21:00;2016-01-23 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1032;rozn1690@gloria-jeans.ru;г. Великий Новгород, ул. Ломоносова 29
925;м-н Москва ТЦ Мега Белая Дача;0001691;Центральный регион;00005550006003513;10:00;23:59;2017-05-26 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1859;rozn1691@gloria-jeans.ru;Московская обл, г. Котельники, 1-й Покровский проезд, д.5
931;м-н Нерюнгри ТЦ Парадиз;0001697;Сибирь;00005550006003519;10:00;21:00;2016-12-08 00:00:00.000;UTC +09:00;Действует;8-800-500-82-82;1950;rozn1697@gloria-jeans.ru;Республика Саха (Якутия), г. Нерюнгри, ул. В. Кравченко д. 24
932;м-н Москва ТЦ Галерея Кутузовский;0001698;Центральный регион;00005550006003520;10:00;22:00;2016-08-25 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1992;rozn1698@gloria-jeans.ru;г. Москва, Кутузовский проспект, 57
933;м-н Смоленск ТЦ Макси;0001699;Центральный регион;00005550006003522;10:00;21:00;2016-05-06 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1084;rozn1699@gloria-jeans.ru;г. Смоленск, ул. 25 Сентября, 35а
934;м-н Сочи ТЦ МореМолл;0001700;Южный регион;00005550006003523;10:00;22:00;2016-05-05 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1978;rozn1700@gloria-jeans.ru;г. Сочи, ул. Новая Заря, 7
935;м-н Нижний Новгород ТЦ Жар-Птица;0001701;Центральный регион;00005550006003524;10:00;22:00;2016-08-19 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1989;rozn1701@gloria-jeans.ru;г.Нижний Новгород, Советская пл., 5
936;м-н Тула ТЦ Макси;0001702;Центральный регион;00005550006003525;10:00;21:00;2016-02-12 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1092;rozn1702@gloria-jeans.ru;г. Тула, ул. Пролетарская, д.2
937;м-н Ковров ТЦ Молл;0001703;Центральный регион;00005550006003526;10:00;21:00;2016-12-16 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1910;rozn1703@gloria-jeans.ru;г. Ковров, ул. Лопатина, д. 7А
938;м-н Красногорск ТЦ Красный Кит;0001704;Центральный регион;00005550006003527;10:00;22:00;2016-08-19 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1988;rozn1704@gloria-jeans.ru;Московская обл., Красногорский р-н, г. Красногорск , ул. Ленина, 2, помещение 1
939;м-н Москва ТЦ Зеленопарк;0001705;Центральный регион;00005550006003528;10:00;22:00;2016-08-26 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1991;rozn1705@gloria-jeans.ru;МО, Г.Зеленоград, раб.поселок Ржавки, микрорайон 2
940;м-н Москва ТЦ Полежаевский;0001706;Центральный регион;00005550006003529;10:00;22:00;2016-09-15 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1993;rozn1706@gloria-jeans.ru;Г. Москва, Хорошевское шоссе, д.  33/1
941;м-н Москва ТЦ Калейдоскоп;0001707;Центральный регион;00005550006003530;10:00;22:00;2017-06-30 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1816;rozn1707@gloria-jeans.ru;Сходненская ул., 56, Москва, г. Москва, 125363
942;м-н Томск ТЦ Изумрудный Город;0001708;Сибирь;00005550006003531;10:00;22:00;2016-07-29 00:00:00.000;UTC +07:00;Действует;8-800-500-82-82;1983;rozn1708@gloria-jeans.ru;г. Томск, Комсомольский пр., д. 13б
943;м-н Тула ТЦ Гостиный Двор;0001709;Центральный регион;00005550006003532;10:00;22:00;2017-08-04 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1769;rozn1709@gloria-jeans.ru;Тульская обл.,  г. Тула, ул. Советская, 47, 300041
944;м-н Липецк ТЦ Ривьера;0001710;Центральный регион;00005550006003533;10:00;22:00;2017-04-14 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1867;rozn1710@gloria-jeans.ru;г.Липецк, ул.Катукова, 51
945;м-н Орел ТЦ ЦУМ;0001711;Центральный регион;00005550006003534;10:00;22:00;2016-12-10 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1221;rozn1711@gloria-jeans.ru;г.Орел, ул. Мира, д.1
946;м-н Москва ТЦ Мега Химки;0001712;Центральный регион;00005550006003535;10:00;23:00;2018-06-23 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1039;rozn1712@gloria-jeans.ru;Химки, микрорайон ИКЕА, к. 2
947;м-н Симферополь ТЦ Южная Галерея;0001713;Южный регион;00005550006003536;10:00;22:00;2017-04-04 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1954;rozn1713@gloria-jeans.ru;Крым, Симферополь, Киевская улица, 189
952;м-н Мариуполь ТЦ Браво;0001718;Украина;00005550006022937;09:00;21:00;2013-12-06 00:00:00.000;UTC +03:00;Действует;+380-62-941-08-85;1906;rozn1718@gloria-jeans.ru;м. Маріуполь, пр-кт.Металургів, 53
954;м-н Винница ТЦ Мега Молл;0001720;Украина;00005550006022939;10:00;21:00;2013-12-20 00:00:00.000;UTC +02:00;Подготовка к закрытию;+380-432-60-50-24;1917;rozn1720@gloria-jeans.ru;м. Вінниця, вул. 600-чя, 17-Е
913;м-н Новосибирск ТЦ Галерея;0001714;Сибирь;00005550006025192;10:00;22:00;2015-11-28 00:00:00.000;UTC +07:00;Действует;8-800-500-82-82;1070;rozn1714@gloria-jeans.ru;г. Новосибирск, ул. Гоголя, 13
948;м-н Комсомольск-на-Амуре ТЦ ЦУМ;0001679;Дальний Восток;00005550006025193;10:00;20:00;2016-12-24 00:00:00.000;UTC +10:00;Действует;8-800-500-82-82;1931;rozn1679@gloria-jeans.ru;Хабаровский край, г. Комсомольск–на–Амуре, проспект Мира, 37
955;м-н Одесса ТЦ Сити Центр;0001721;Украина;00005550006025672;10:00;22:00;2014-03-30 00:00:00.000;UTC +03:00;Действует;+380-48-705-78-73;1943;rozn1721@gloria-jeans.ru;м. Одеса, пр-кт. Маршала Жукова, 2/1
956;м-н Кривой Рог ТЦ Солнечная Галерея;0001722;Украина;00005550006025673;10:00;21:00;2014-08-01 00:00:00.000;UTC +03:00;Действует;+380-56-462-03-73;1062;rozn1722@gloria-jeans.ru;м. Кривий Ріг, пл.30-річчя Перемоги, 1
957;м-н Киев ТЦ Проспект;0001723;Украина;00005550006025674;10:00;22:00;2014-09-25 00:00:00.000;UTC +03:00;Действует;+380-44-371-76-49;1060;rozn1723@gloria-jeans.ru;м. Київ, вул. Гната Хоткевича, 1В (вул.Червоногвардійська, 1В)
962;м-н Львов ТЦ Виктория Гарденс;0001728;Украина;00005550006026048;09:00;22:00;2016-10-28 00:00:00.000;UTC +02:00;Подготовка к закрытию;+38032-259-20-16;1884;rozn1728@gloria-jeans.ru;м. Львів, вул. Кульпарківська, 226-А
963;м-н Чернигов ТРЦ Голливуд;0001729;Украина;00005550006026049;10:00;21:00;2015-12-18 00:00:00.000;UTC +03:00;Подготовка к закрытию;+71038-046-294-20-13;1221;rozn1729@gloria-jeans.ru;м.Чернігів, вул. 77 Гвардійської дивізії , 1В
964;м-н Иваново ТЦ Евролэнд 0-8;0001730;Центральный регион;00005550006044528;09:00;21:00;2013-11-15 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1889;rozn1730@gloria-jeans.ru;г. Иваново, ул. Куконковых 141
969;м-н Молодечно ТЦ Спутник;0001735;Белоруссия;00005550008261434;10:00;20:00;2018-12-21 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1450;rozn1735@gloria-jeans.ru;г. Молодечно, ул. Великий Гостинец, 67
970;м-н Архангельск ТЦ Макси;0001736;Северо-Западный регион;00005550008261464;10:00;21:00;2016-12-07 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1912;rozn1736@gloria-jeans.ru;Архангельск, Ленинградский проспект, 38
971;м-н Псков ТЦ Акваполис;0001737;Северо-Западный регион;00005550008261467;10:00;21:00;2016-12-30 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1911;rozn1737@gloria-jeans.ru;г. Псков, ул. Кузбасской дивизии, 19
972;м-н С.-Петербург ТЦ Родео Драйв;0001738;Северо-Западный регион;00005550008261470;10:00;22:00;2017-05-05 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1856;rozn1738@gloria-jeans.ru;г. С.-Петербург, пр. Культуры, 1
974;м-н Нижнекамск ТЦ Олимп;0001740;Поволжье;00005550008261477;09:00;21:00;2016-11-26 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1945;rozn1740@gloria-jeans.ru;Республика Татарстан, Нижнекамский р-н, г. Нижнекамск, ул. Баки Урманче 15
975;м-н Набережные Челны ТЦ Санрайз Сити;0001741;Поволжье;00005550008261480;10:00;22:00;2016-11-10 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1959;rozn1741@gloria-jeans.ru;г. Набережные Челны, пр. Сююмбике, 40
976;м-н Витебск ТЦ Трио;0001742;Белоруссия;00005550008261483;10:00;21:00;2018-06-01 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1829;rozn1742@gloria-jeans.ru;г.Витебск, ул.Строителей, д.15В
977;м-н Москва ТЦ Рио Румянцево;0001743;Центральный регион;00005550008261486;10:00;22:00;2017-01-26 00:00:00.000;UTC +03:00;Подготовка к закрытию;8-800-500-82-82;1893;rozn1743@gloria-jeans.ru;г. Москва, п. Московский, Киевское ш., 23-й км, домовл. 8, стр.1
978;м-н Тольятти ТЦ Акварель;0001744;Поволжье;00005550008261489;10:00;22:00;2017-04-12 00:00:00.000;UTC +04:00;Действует;8-800-500-82-82;1861;rozn1744@gloria-jeans.ru;г. Тольятти, Самарская обл. Южное ш., 51
979;м-н Севастополь ТЦ Лаванда Молл;0001745;Южный регион;00005550008261492;10:00;22:00;2019-05-02 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1883;rozn1745@gloria-jeans.ru;г. Севастополь, ул. Вакуленчука, 33-А/5
980;м-н Тюмень ТЦ Сити Молл;0001746;Урал;00005550008261495;10:00;22:00;2016-12-17 00:00:00.000;UTC +05:00;Действует;8-800-500-82-82;1901;rozn1746@gloria-jeans.ru;г. Тюмень, ул. Чаркова, 60
981;м-н Ангарск Арбат;0001747;Сибирь;00005550008261498;10:00;20:00;2019-02-22 00:00:00.000;UTC +08:00;Действует;8-800-500-82-82;1498;rozn1747@gloria-jeans.ru;Иркутская обл., г. Ангарск, 192-й квартал, дом 7
982;м-н Магадан ТЦ Идея;0001748;Дальний Восток;00005550008261501;10:00;20:00;2017-07-15 00:00:00.000;UTC +11:00;Действует;8-800-500-82-82;1848;rozn1748@gloria-jeans.ru;г. Магадан, ул. Пролетарская, дом 66
983;м-н Киев Арт Молл;0001749;Украина;00005550008261504;10:00;22:00;2017-07-06 00:00:00.000;UTC +03:00;Действует;+380442904449;;rozn1749@gloria-jeans.ru;м. Київ, вул. Академіка Заболотного, 37
984;м-н Киев Скай Молл;0001750;Украина;00005550008261507;10:00;22:00;2017-07-14 00:00:00.000;UTC +03:00;Действует;+380442905059;;rozn1750@gloria-jeans.ru;м. Київ, пр. Генерала Ватутіна, 2-Т
986;м-н Бердск Универмаг;0001752;Сибирь;00005550008261513;10:00;20:00;2017-04-29 00:00:00.000;UTC +07:00;Действует;8-800-500-82-82;1860;rozn1752@gloria-jeans.ru;г. Бердск, ул. Ленина, д. 54.
988;м-н Тбилиси ТЦ Сити Молл Глдани;0001754;Грузия;00005550008261519;10:00;22:00;2016-12-28 00:00:00.000;UTC +04:00;Подготовка к закрытию;+7-800-500-82-82;1923;rozn1754@gloria-jeans.ru;Грузия, г. Тбилиси, ул. Хизабаури, 1
989;м-н Кемерово ТЦ Я;0001755;Сибирь;00005550008261522;10:00;21:00;2016-12-24 00:00:00.000;UTC +07:00;Действует;8-800-500-82-82;1921;rozn1755@gloria-jeans.ru;г. Кемерово, пр. Кузнецкий, 33б
5000;м-н Могилев ТРЦ Парк Сити;0001756;Белоруссия;00005550008455796;10:00;21:00;2018-02-23 00:00:00.000;UTC +03:00;Действует;+7-800-500-82-82;1232;rozn1756@gloria-jeans.ru;Минское ш. 31, Могилёв, Беларусь
5002;м-н Новороссийск Дзержинского Новый;0001758;Южный регион;00005550008455802;09:00;20:00;2017-03-16 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1879;rozn1758@gloria-jeans.ru;Город Новороссийск, пр. Дзержинского, д.197
5003;м-н Новосибирск ТЦ Сибирский Молл;0001759;Сибирь;00005550008455805;10:00;22:00;2017-06-30 00:00:00.000;UTC +07:00;Действует;8-800-500-82-82;1851;rozn1759@gloria-jeans.ru;ул. Фрунзе 238, г. Новосибирск
5005;м-н Ялта ТЦ Фонтан;0001761;Южный регион;00005550008455811;09:00;21:00;2018-04-06 00:00:00.000;UTC +03:00;Действует;+7-800-500-82-82;1799;rozn1761@gloria-jeans.ru;г. Ялта, Набережная им. Ленина, 5
5006;м-н Москва ТЦ Мари;0001762;Центральный регион;00005550008455814;10:00;22:00;2017-04-14 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1873;rozn1762@gloria-jeans.ru;Москва, Поречная улица, 10
5007;м-н Ижевск ТЦ Италмас;0001763;Поволжье;00005550008455817;10:00;21:00;2017-03-17 00:00:00.000;UTC +04:00;Действует;8-800-500-82-82;1878;rozn1763@gloria-jeans.ru;г. Ижевск, Автозаводская улица, 2А
5009;м-н С.-Петербург ТЦ Гулливер;0001765;Северо-Западный регион;00005550008455824;10:00;22:00;2017-05-26 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1847;rozn1765@gloria-jeans.ru;г. Санкт-Петербург, Торфяная дорога, 7А
5010;м-н Москва ТЦ Варшавский;0001766;Центральный регион;00005550008455827;10:00;22:00;2017-02-23 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1892;rozn1766@gloria-jeans.ru;г. Москва, Варшавское ш., д.87Б
5011;м-н Котлас ТЦ Столица;0001767;Северо-Западный регион;00005550008455830;10:00;21:00;2017-06-29 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1843;rozn1767@gloria-jeans.ru;пр. Мира, 18, Котлас, Архангельская обл., 165300
